,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
12230,128205,INF109KA1PR4,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Cumulative,13.7037,2017-04-24
12231,128206,INF109KA1PS2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Dividend,12.7917,2017-04-24
12232,128208,INF109KA1PQ6,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Dividend,12.3721,2017-04-24
12233,128492,INF109KA1RD0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Cumulative,15.206,2019-04-05
12234,128494,INF109KA1RF5,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Cumulative,16.2612,2019-04-05
12235,128495,INF109KA1RG3,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Dividend,14.8062,2019-04-05
12236,128493,INF109KA1RE8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C -Dividend,13.9493,2019-04-05
12237,129232,INF109KA1TT2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Cumulative Option,14.9292,2019-05-06
12238,129231,INF109KA1TV8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan Cumulative Option,15.8208,2019-05-06
12239,129230,INF109KA1TW6,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan- Dividend Option,14.7375,2019-05-06
12240,129233,INF109KA1TU0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Dividend Option,13.9943,2019-05-06
12241,131352,INF109KA1T81,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Cumulative Option,12.2797,2017-10-12
12242,131353,INF109KA1U05,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Direct Plan Cumulative Option,12.7499,2017-10-12
12243,131350,INF109KA1U13,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Direct Plan Dividend Option,12.7499,2017-10-12
12244,131351,INF109KA1T99,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Dividend Option,12.2797,2017-10-12
12245,131262,INF109KA1R75,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D  Dividend Option,12.719,2018-05-29
12246,131264,INF109KA1R67,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Cumulative Option,12.719,2018-05-29
12247,131263,INF109KA1R83,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Direct Plan Cumulative Option,13.2675,2018-05-29
12248,131261,INF109KA1R91,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Direct Plan Dividend Option,13.2675,2018-05-29
12249,130440,INF109KA1YP0,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Cumulative Option,14.3276,2019-07-22
12250,130438,INF109KA1YN5,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Cumulative Option,15.1065,2019-07-22
12251,130439,INF109KA1YO3,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Dividend Option,15.1065,2019-07-22
12252,130441,INF109KA1YQ8,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Dividend Option,14.3276,2019-07-22
12253,130990,INF109KA1J83,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Cumulative Option,13.9758,2019-09-03
12254,130991,INF109KA1K07,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Cumulative Option,14.7231,2019-09-03
12255,130989,INF109KA1K15,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Dividend Option,14.7231,2019-09-03
12256,130992,INF109KA1J91,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Dividend Option,13.9758,2019-09-03
12257,131314,INF109KA1S25,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Cumulative Option,13.8672,2019-10-07
12258,131316,INF109KA1S41,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Direct Plan Cumulative Option,14.618,2019-10-07
12259,131313,INF109KA1S58,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Direct Plan Dividend Option,14.618,2019-10-07
12260,131315,INF109KA1S33,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Dividend Option,13.8672,2019-10-07
12261,133172,INF109KA16L4,-,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Cumulative Option,12.0937,2017-12-26
12262,133174,INF109KA18L0,-,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Direct Plan Cumulative Option,12.6249,2017-12-26
12263,133173,INF109KA17L2,-,ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Dividend Option,12.0937,2017-12-26
12264,132954,INF109KA16F6,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Cumulative Option,12.0248,2017-12-04
12265,132951,INF109KA18F2,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Direct Plan Cumulative Option,12.57,2017-12-04
12266,132953,INF109KA19F0,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Direct Plan Dividend Option,12.57,2017-12-04
12267,132952,INF109KA17F4,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Dividend Option,12.0248,2017-12-04
12268,133578,INF109KA10T0,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Cumulative Option,11.7925,2018-02-20
12269,133577,INF109KA12T6,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Direct Plan Cumulative Option,12.3399,2018-02-20
12270,133580,INF109KA13T4,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Direct Plan Dividend Option,12.3399,2018-02-20
12271,133579,INF109KA11T8,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F Dividend Option,11.7925,2018-02-20
12272,133112,INF109KA18J4,-,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Cumulative Option,13.5995,2019-12-12
12273,133110,INF109KA10K9,-,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Direct Plan Cumulative Option,14.3826,2019-12-12
12274,133111,INF109KA11K7,-,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Direct Plan Dividend Option,14.3826,2019-12-12
12275,133113,INF109KA19J2,-,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Dividend Option,13.5995,2019-12-12
12276,131574,INF109KA16B5,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Cumulative Option,13.476,2019-11-07
12277,131577,INF109KA18B1,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Direct Plan Cumulative Option,14.2589,2019-11-07
12278,131576,INF109KA19B9,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Direct Plan Dividend Option,14.2589,2019-11-07
12279,131575,INF109KA17B3,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days Plan A Dividend Option,13.476,2019-11-07
12280,134262,INF109KB1714,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Cumulative Option,11.2828,2018-05-22
12281,134259,INF109KB1730,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Cumulative Option,11.7593,2018-05-22
12282,134260,INF109KB1748,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Dividend Option,11.7593,2018-05-22
12283,134261,INF109KB1722,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Dividend Option,11.2828,2018-05-22
12284,129742,INF109KA1UX2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Cumulative Option,12.8982,2017-06-01
12285,129741,INF109KA1UZ7,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Direct Plan Cumulative Option,13.4508,2017-06-01
12286,129744,INF109KA1VA8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Direct Plan- Dividend Option,12.6492,2017-06-01
12287,129743,INF109KA1UY0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days Plan F Dividend Option,12.1949,2017-06-01
12288,130148,INF109KA1WV2,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Cumulative Option,12.4342,2017-06-28
12289,130146,INF109KA1WX8,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Direct Plan Cumulative Option,12.9747,2017-06-28
12290,130145,INF109KA1WY6,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Direct Plan Dividend Option,12.6366,2017-06-28
12291,130147,INF109KA1WW0,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan A Dividend Option,12.168,2017-06-28
12293,130565,INF613Q01025,Redeemed,IL&FS Infrastructure Debt Fund Series 1A - Dividend payout option,1680494.0463,2018-12-31
12294,129287,INF613Q01017,Redeemed,IL&FS Infrastructure Debt Fund Series 1A - Growth,1680494.0463,2018-12-31
12295,129288,INF613Q01058,Redeemed,IL&FS Infrastructure Debt Fund Series 1C - Growth,2185944.3803,2024-03-31
12296,130567,INF613Q01066,Redeemed,IL&FS Infrastructure Debt Fund Series 1C- Dividend Payout Option,2185944.3903,2024-03-31
12297,148397,INF613Q01140,-,IL&FS Infrastructure Debt Fund Series 2A - Growth - Direct,1791977.1431,2025-06-30
12298,148398,INF613Q01157,-,IL&FS Infrastructure Debt Fund Series 2B - Growth - Direct,2325948.9795,2025-06-30
12299,148399,INF613Q01165,-,IL&FS Infrastructure Debt Fund Series 2C - Growth - Direct,2286261.9393,2025-06-30
12300,142700,INF613Q01082,Redeemed,IL&FS Infrastructure Debt Fund Series 3A - Dividend payout option - Direct,1213044.969,2022-12-31
12301,142701,INF613Q01074,Redeemed,IL&FS Infrastructure Debt Fund Series 3A - Growth - Direct,1213045.0145,2022-12-31
12302,142702,INF613Q01090,Redeemed,IL&FS Infrastructure Debt Fund Series 3A - Growth - Regular,1211636.7662,2022-12-31
12303,143397,INF613Q01116,-,IL&FS Infrastructure Debt Fund Series 3B - Dividend payout option,1702391.8823,2025-03-31
12304,143396,INF613Q01108,-,IL&FS Infrastructure Debt Fund Series 3B - Growth - Direct,1702391.8944,2025-03-31
12305,130566,INF613Q01041,Redeemed,IL&FS Infrastructure Debt Fund Series 1B - Dividend Payout,1456756.8966,2021-03-31
12306,129286,INF613Q01033,Redeemed,IL&FS Infrastructure Debt Fund Series 1B - Growth,1456756.8971,2021-03-31
12308,135331,INF174K01U50,-,Kotak Capital Protection Oriented Scheme - Series 1 - Direct Dividend,10.000002,2018-10-03
12309,135328,INF174K01U43,-,Kotak Capital Protection Oriented Scheme - Series 1 - Direct Growth,12.14146666,2018-10-03
12310,135329,INF174K01U35,-,Kotak Capital Protection Oriented Scheme - Series 1 - Regular Dividend,10.00001671,2018-10-03
12311,135330,INF174K01U27,-,Kotak Capital Protection Oriented Scheme - Series 1 - Regular Growth,11.9437053,2018-10-03
12312,135748,INF174K011A4,-,Kotak Capital Protection Oriented Scheme - Series 2 - Direct Dividend,10.000014,2018-12-11
12313,135746,INF174K010A6,-,Kotak Capital Protection Oriented Scheme - Series 2 - Direct Growth,12.24230938,2018-12-11
12314,135745,INF174K01Z97,-,Kotak Capital Protection Oriented Scheme - Series 2 - Dividend,10.00000026,2018-12-11
12315,135747,INF174K01Z89,-,Kotak Capital Protection Oriented Scheme - Series 2 - Growth,12.04826466,2018-12-11
12316,136284,INF174K010E8,-,Kotak Capital Protection Oriented Scheme Series 3 - Direct Growth,12.01316151,2019-04-25
12317,136287,INF174K019D1,-,Kotak Capital Protection Oriented Scheme Series 3 Regular Dividend Payout,10.00000414,2019-04-25
12318,136286,INF174K018D3,-,Kotak Capital Protection Oriented Scheme Series 3 Regular Growth,11.79653915,2019-04-25
12319,139361,INF174K015G2,-,Kotak Capital Protection Oriented Scheme - Series 4 - Direct Dividend,10.000003,2019-06-10
12320,139362,INF174K014G5,-,Kotak Capital Protection Oriented Scheme - Series 4 - Direct Growth,11.91227152,2019-06-10
12321,139359,INF174K013G7,-,Kotak Capital Protection Oriented Scheme - Series 4 - Regular Dividend,10.00000281,2019-06-10
12322,139360,INF174K012G9,-,Kotak Capital Protection Oriented Scheme - Series 4 - Regular Growth,11.72408936,2019-06-10
12323,152451,INF174KA1QU6,-,Kotak Fixed Maturity Plan Series 328 - 90 Days - Direct Plan - Growth Option,10.19907795,2024-05-16
12324,152452,INF174KA1QV4,-,Kotak Fixed Maturity Plan Series 328 - 90 Days - Direct Plan - IDCW Option,10.19902391,2024-05-16
12325,152453,INF174KA1QS0,-,Kotak Fixed Maturity Plan Series 328 - 90 Days - Regular Plan - Growth Option,10.19518202,2024-05-16
12326,152454,INF174KA1QT8,-,Kotak Fixed Maturity Plan Series 328 - 90 Days - Regular` Plan - IDCW Option,10.19518122,2024-05-16
12327,152545,INF174KA1RP4,-,Kotak Fixed Maturity Plan Series 329 - 90 Days - Direct Plan - Growth Option,10.18968203,2024-06-19
12328,152542,INF174KA1RQ2,-,Kotak Fixed Maturity Plan Series 329 - 90 Days - Direct Plan - IDCW Option,10.18959361,2024-06-19
12329,152543,INF174KA1RR0,-,Kotak Fixed Maturity Plan Series 329 - 90 Days - Regular Plan - Growth Option,10.18584049,2024-06-19
12330,152544,INF174KA1RO7,-,Kotak Fixed Maturity Plan Series 329 - 90 Days - Regular Plan - IDCW Option,10.18583696,2024-06-19
12331,123106,INF174K01ZA0,-,Kotak FMP Series 105 Direct Dividend,12.75752,2017-08-08
12332,123108,INF174K01YZ0,-,Kotak FMP Series 105 Direct Growth,14.0608253,2017-08-08
12333,123109,INF174K01OY4,-,Kotak FMP Series 105 Dividend,10.00005272,2014-08-04
12334,123107,INF174K01YX5,-,Kotak FMP Series 105 Growth,14.01012529,2017-08-08
12335,123188,-,-,Kotak FMP Series 106 Direct Dividend,10.00000021,2014-08-05
12336,123189,INF174K01ZD4,-,Kotak FMP Series 106 Direct Growth,14.0569223,2017-08-09
12337,123191,-,-,Kotak FMP Series 106 Dividend,10.0000024,2014-08-05
12338,123190,INF174K01ZB8,-,Kotak FMP Series 106 Growth,14.01230223,2017-08-09
12339,123195,INF174K01ZI3,-,Kotak FMP Series 107 Direct Dividend,11.895659,2016-08-08
12340,123193,INF174K01ZH5,-,Kotak FMP Series 107 Direct Growth,13.86302882,2017-08-21
12341,123192,INF174K01ZG7,-,Kotak FMP Series 107 Dividend,12.603974,2017-08-21
12342,123194,INF174K01ZF9,-,Kotak FMP Series 107 Growth,13.826,2017-08-22
12343,123326,INF174K01PL8,-,Kotak FMP Series 108 Direct Growth,15.2861,2018-08-13
12344,123327,INF174K01PK0,-,Kotak FMP Series 108 Dividend,15.1436,2018-08-13
12345,123328,INF174K01PJ2,-,Kotak FMP Series 108 Growth,15.1436,2018-08-13
12346,123793,INF174K01QG6,-,Kotak FMP Series 113 (1094 Days)  - Direct Dividend,14.12405644,2017-10-12
12347,123792,INF174K01QF8,-,Kotak FMP Series 113 (1094 Days) - Direct Growth,14.1240669,2017-10-12
12348,123791,INF174K01QE1,-,Kotak FMP Series 113 (1094 Days) - Dividend,13.12598706,2016-09-07
12349,123790,INF174K01QD3,-,Kotak FMP Series 113 (1094 Days) - Growth,13.92897592,2017-10-12
12350,123971,INF174K01B04,-,Kotak FMP Series 115 (370 Days) - Direct Dividend,13.9816854,2017-10-12
12351,123973,INF174K01A96,-,Kotak FMP Series 115 (370 Days) - Direct Growth,13.98165446,2017-10-12
12352,123972,-,-,Kotak FMP Series 115 (370 Days) - Dividend,11.05176745,2014-09-08
12353,123970,INF174K01A70,-,Kotak FMP Series 115 (370 Days) - Growth,13.90687362,2017-10-12
12354,124034,INF174K01QS1,-,Kotak FMP Series 116 (370 Days) - Direct Dividend,11.0919,2014-09-09
12355,124036,INF174K01B38,-,Kotak FMP Series 116 (370 Days) - Direct Growth,14.0495,2017-10-12
12356,124035,INF174K01B12,-,Kotak FMP Series 116 (370 Days) - Growth,14.01739046,2017-10-12
12357,124037,INF174K01QQ5,-,Kotak FMP Series 116 (370 Days)- Dividend,11.08650939,2014-09-09
12358,126052,INF174K01TB1,-,Kotak FMP Series 131 (1061 Days) - Direct Growth,13.40397152,2016-11-21
12359,126054,INF174K01TA3,-,Kotak FMP Series 131 (1061 Days) - Dividend,13.30711876,2016-11-21
12360,126053,INF174K01SZ2,-,Kotak FMP Series 131 (1061 Days) - Growth,13.63516786,2017-04-17
12361,126283,INF174K01TG0,-,Kotak FMP Series 132 (546 Days) - Direct Dividend,11.436448,2015-07-08
12362,126281,INF174K01TF2,-,Kotak FMP Series 132 (546 Days) - Direct Growth,13.1022,2017-04-06
12363,126282,INF174K01TE5,-,Kotak FMP Series 132 (546 Days) - Dividend,12.98211685,2017-04-05
12364,126280,INF174K01TD7,-,Kotak FMP Series 132 (546 Days) - Growth,12.98210634,2017-04-05
12365,126666,INF174K01TN6,-,Kotak FMP Series 133 (524 Days) - Direct Growth,13.0411,2017-04-06
12366,126665,INF174K01TL0,-,Kotak FMP Series 133 (524 Days) - Growth,12.94254112,2017-04-05
12367,126874,INF174K01P81,-,Kotak FMP Series 135 (455 Days) - Direct Growth,13.02230964,2017-02-07
12368,126873,INF174K01P65,-,Kotak FMP Series 135 (455 Days) - Growth,12.94497933,2017-02-07
12369,127127,INF174K01H81,-,Kotak FMP Series 136 (376 Days) - Direct Growth,13.1268279,2017-05-17
12370,127128,INF174K01TY3,-,Kotak FMP Series 136 (376 Days) - Dividend,10.98559022,2015-02-23
12371,127126,INF174K01H65,-,Kotak FMP Series 136 (376 Days) - Growth,13.07416784,2017-05-17
12372,127256,INF174K01H40,-,Kotak FMP Series 137 (371 Days) -  Direct Growth,12.91911207,2017-02-22
12373,127257,-,-,Kotak FMP Series 137 (371 Days) -  Dividend,10.9876902,2015-02-23
12374,127258,-,-,Kotak FMP Series 137 (371 Days) - Direct Dividend,11.00823,2015-02-23
12375,127255,INF174K01H24,-,Kotak FMP Series 137 (371 Days) - Growth,12.89282548,2017-02-22
12376,127390,INF174K01UQ7,-,Kotak FMP Series 140 (1095 Days) - Direct Dividend,13.25938744,2017-02-27
12377,127388,INF174K01UP9,-,Kotak FMP Series 140 (1095 Days) - Direct Growth,13.46592974,2017-05-29
12378,127389,INF174K01UO2,-,Kotak FMP Series 140 (1095 Days) - Dividend,13.04108916,2017-02-27
12379,127387,INF174K01UN4,-,Kotak FMP Series 140 (1095 Days) - Growth,13.24117348,2017-05-29
12380,127403,-,-,Kotak FMP Series 141 (454 Days) - Direct Dividend,11.22644472,2015-05-20
12381,127401,INF174K01Q31,-,Kotak FMP Series 141 (454 Days) - Direct Growth,13.10564654,2017-05-30
12382,127402,INF174K01Q23,-,Kotak FMP Series 141 (454 Days) - Dividend,12.745592,2017-02-27
12383,127400,INF174K01Q07,-,Kotak FMP Series 141 (454 Days) - Growth,12.94329655,2017-05-30
12384,127651,INF174K01L10,-,Kotak FMP Series 142 (420 Days) - Direct Growth,12.93659605,2017-04-05
12385,127652,-,-,Kotak FMP Series 142 (420 Days) - Dividend,11.0881154,2015-04-27
12386,127650,INF174K01K86,-,Kotak FMP Series 142 (420 Days) - Growth,12.85510725,2017-04-05
12387,127807,INF174K01J22,-,Kotak FMP Series 143 (370 Days) - Direct Growth,12.86922883,2017-03-09
12388,127808,INF174K01J14,-,Kotak FMP Series 143 (370 Days) - Dividend,12.83623775,2017-03-09
12389,127806,INF174K01J06,-,Kotak FMP Series 143 (370 Days) - Growth,12.83623795,2017-03-09
12390,128268,-,-,Kotak FMP Series 145 (390 Days) - Direct Dividend,11.0309,2015-04-06
12391,128266,INF174K01L93,-,Kotak FMP Series 145 (390 Days) - Direct Growth,13.9980544,2018-04-10
12392,128267,INF174K01P16,-,Kotak FMP Series 145 (390 Days) - Dividend,13.926788,2018-04-10
12393,128265,INF174K01L51,-,Kotak FMP Series 145 (390 Days) - Growth,13.92670727,2018-04-10
12394,128365,INF174K01M35,-,Kotak FMP Series 146 (388 Days) - Direct Growth,13.97907359,2018-04-10
12395,128362,-,-,Kotak FMP Series 146 (388 Days) - Dividend,10.991794,2015-04-06
12396,128364,INF174K01M19,-,Kotak FMP Series 146 (388 Days) - Growth,13.91344572,2018-04-10
12397,128575,INF174K01M76,-,Kotak FMP Series 147 (384 Days) - Direct Growth,13.94105794,2018-04-12
12398,128576,-,-,Kotak FMP Series 147 (384 Days) - Dividend,10.9754905,2015-04-08
12399,128574,INF174K01M50,-,Kotak FMP Series 147 (384 Days) - Growth,13.81277193,2018-04-12
12400,128579,INF174K01N18,-,Kotak FMP Series 148 (388 Days) - Direct Growth,12.80118127,2017-04-05
12401,128580,-,-,Kotak FMP Series 148 (388 Days) - Dividend,10.97208832,2015-04-16
12402,128578,INF174K01M92,-,Kotak FMP Series 148 (388 Days) - Growth,12.75601298,2017-04-05
12403,128758,INF174K01N59,-,Kotak FMP Series 149 (386 Days) - Direct Growth,12.804,2017-04-06
12404,128759,-,-,Kotak FMP Series 149 (386 Days) - Dividend,10.95417912,2015-04-16
12405,128756,INF174K01N34,-,Kotak FMP Series 149 (386 Days) - Growth,12.74600336,2017-04-05
12406,128753,INF174K01WK6,-,Kotak FMP Series 150 (1109 Days) - Direct Dividend,13.12745199,2017-04-06
12407,128755,INF174K01WJ8,-,Kotak FMP Series 150 (1109 Days) - Direct Growth,13.1274521,2017-04-06
12408,128752,INF174K01WI0,-,Kotak FMP Series 150 (1109 Days) - Dividend,13.04040104,2017-04-06
